date,open,close,high,low,volume
2026-02-12,58.1,57.4,58.71,57.29,4370200.0
2026-02-11,58.49,58.22,58.78,57.82,2154100.0
2026-02-10,59.41,58.73,59.41,57.26,4469100.0
2026-02-09,59.31,59.39,59.6,58.67,3069300.0
2026-02-06,59.09,58.97,59.65,58.56,3337100.0
2026-02-05,58.73,59.44,59.79,58.6,4625500.0
2026-02-04,55.88,58.9,59.26,55.51,7380300.0
2026-02-03,55.85,55.8,56.35,54.83,3570500.0
2026-02-02,56.09,55.21,57.43,55.14,6308700.0
2026-01-30,55.97,56.23,56.65,55.69,4271900.0
2026-01-29,56.03,55.95,56.4,55.29,4235100.0
2026-01-28,57.02,56.09,57.16,55.85,5980100.0
2026-01-27,58.16,57.01,58.58,56.91,4941000.0
2026-01-26,58.12,58.13,59.21,57.84,5087200.0
2026-01-23,58.83,58.1,59.33,57.82,4514000.0
2026-01-22,58.8,58.83,59.66,58.39,4213900.0
2026-01-21,59.0,58.8,59.47,58.3,5509000.0
2026-01-20,58.6,58.99,59.6,57.84,4723900.0
2026-01-19,56.28,58.46,58.8,56.13,7590800.0
2026-01-16,57.1,56.28,57.49,55.8,7523000.0
2026-01-15,57.49,57.0,57.97,56.73,5145100.0
2026-01-14,57.7,57.49,57.72,56.81,6324300.0
2026-01-13,58.5,57.72,58.74,57.2,5160400.0
2026-01-12,58.18,58.82,59.85,57.9,6832800.0
2026-01-09,59.47,58.32,59.47,57.75,4830400.0
2026-01-08,59.51,59.43,59.8,58.21,5252000.0
2026-01-07,58.6,59.04,60.37,58.5,6390400.0
2026-01-06,59.0,58.67,59.85,58.33,5222800.0
2026-01-05,59.3,59.21,59.8,58.05,5637400.0
2025-12-31,57.57,59.5,59.75,57.29,6877500.0
2025-12-30,57.99,57.6,58.5,56.93,5611300.0
2025-12-29,56.43,58.43,58.43,56.2,7041500.0
2025-12-26,56.29,56.45,56.58,55.58,4115100.0
2025-12-25,55.42,56.36,56.54,55.11,3717300.0
2025-12-24,56.6,55.55,56.6,55.0,4505900.0
2025-12-23,56.1,56.36,56.65,55.56,4621200.0
2025-12-22,55.58,56.12,56.85,55.58,5747400.0
2025-12-19,55.42,55.79,55.79,54.68,3520500.0
2025-12-18,54.3,55.45,55.9,54.08,5858700.0
2025-12-17,54.0,54.5,55.08,53.61,8347300.0
2025-12-16,52.59,53.72,53.95,52.59,6355000.0
2025-12-15,52.25,52.42,52.66,52.17,4122300.0
2025-12-12,52.66,52.41,52.88,52.01,9246100.0
2025-12-11,53.34,52.64,53.39,52.51,3552100.0
2025-12-10,53.17,53.4,53.63,52.9,3669200.0
2025-12-09,54.33,53.27,54.5,53.14,6316900.0
2025-12-08,55.39,54.42,55.46,53.76,6259500.0
2025-12-05,54.93,55.2,55.34,54.77,2631300.0
2025-12-04,55.68,55.07,55.74,54.71,2922000.0
2025-12-03,54.99,55.71,56.18,54.66,5660100.0
2025-12-02,55.32,54.9,55.87,54.65,3750400.0
2025-12-01,54.96,55.56,55.75,54.26,4050300.0
2025-11-28,54.98,54.96,55.49,54.62,2826700.0
2025-11-27,54.6,54.9,55.33,54.03,4115800.0
2025-11-26,54.59,54.89,55.07,53.99,4715400.0
2025-11-25,55.05,54.3,55.22,54.15,6719600.0
2025-11-24,55.33,55.05,55.69,54.93,4686000.0
2025-11-21,55.65,55.33,56.53,55.32,4655900.0
2025-11-20,56.11,55.93,56.58,55.41,4509500.0
2025-11-19,55.0,56.05,56.45,55.0,9728100.0
2025-11-18,56.3,54.98,56.38,54.64,10988600.0
2025-11-17,57.01,56.2,57.81,55.98,13899600.0
2025-11-14,59.82,59.18,60.39,58.8,5199100.0
2025-11-13,59.19,59.82,60.28,58.75,5571000.0
2025-11-12,58.6,58.91,60.48,58.32,8690600.0
2025-11-11,58.34,58.88,58.88,57.77,6540300.0
2025-11-10,55.65,58.4,59.15,55.36,14757700.0
2025-11-07,55.72,55.56,55.95,54.95,4275500.0
2025-11-06,55.34,55.74,55.88,54.81,5459100.0
2025-11-05,54.17,55.48,55.6,53.87,8645400.0
2025-11-04,53.55,54.17,54.52,53.2,7171300.0
2025-11-03,53.27,53.38,53.7,52.95,4106500.0
2025-10-31,52.79,53.58,54.1,51.72,14417700.0
2025-10-30,52.81,53.35,53.78,52.68,7202600.0
