date,open,close,high,low,volume
2026-02-12,39.4,38.99,39.42,38.73,77752600.0
2026-02-11,39.36,39.4,39.45,39.2,52881700.0
2026-02-10,39.49,39.34,39.56,39.31,49596500.0
2026-02-09,39.6,39.48,39.74,39.33,65894900.0
2026-02-06,39.7,39.6,39.95,39.31,80298000.0
2026-02-05,38.94,39.71,39.92,38.91,121889500.0
2026-02-04,38.3,39.01,39.02,38.26,102131600.0
2026-02-03,38.67,38.3,38.67,38.14,84279200.0
2026-02-02,38.88,38.45,39.3,38.41,138497900.0
2026-01-30,38.53,38.67,39.17,38.53,166084300.0
2026-01-29,37.88,38.53,38.65,37.55,199998200.0
2026-01-28,38.12,37.8,38.44,37.7,204166700.0
2026-01-27,38.06,38.1,38.51,37.87,157240600.0
2026-01-26,37.5,38.02,38.3,37.31,216679400.0
2026-01-23,37.85,37.5,38.17,37.38,189211300.0
2026-01-22,38.27,37.85,38.58,37.8,187754600.0
2026-01-21,38.92,38.24,38.94,38.18,121500000.0
2026-01-20,38.57,38.73,39.13,38.51,111387300.0
2026-01-19,38.73,38.55,38.92,38.5,98870300.0
2026-01-16,39.49,38.72,39.5,38.65,152524500.0
2026-01-15,39.097,39.097,39.407,38.987,121727100.0
2026-01-14,40.117,39.057,40.157,39.047,191774400.0
2026-01-13,40.187,40.117,40.367,40.017,115936500.0
2026-01-12,40.287,40.107,40.417,39.987,118664100.0
2026-01-09,40.527,40.287,40.747,40.107,98547100.0
2026-01-08,41.187,40.567,41.237,40.287,111572700.0
2026-01-07,41.737,41.137,42.007,41.127,88056000.0
2026-01-06,41.437,41.717,41.777,41.077,92371500.0
2026-01-05,41.467,41.337,41.787,41.257,84083000.0
2025-12-31,41.227,41.087,41.317,40.907,55414200.0
2025-12-30,40.887,41.267,41.467,40.767,83478300.0
2025-12-29,40.647,40.857,40.917,40.407,68255100.0
2025-12-26,40.777,40.687,40.867,40.607,50881000.0
2025-12-25,40.917,40.767,41.067,40.687,49921400.0
2025-12-24,40.917,40.817,40.977,40.537,53630500.0
2025-12-23,40.727,40.897,41.027,40.647,60651000.0
2025-12-22,41.067,40.757,41.117,40.697,52474000.0
2025-12-19,41.357,40.977,41.467,40.897,57382300.0
2025-12-18,40.527,41.357,41.407,40.387,76811900.0
2025-12-17,40.587,40.507,40.837,40.217,63126700.0
2025-12-16,40.767,40.687,41.117,40.417,56617600.0
2025-12-15,40.727,40.787,41.267,40.617,56266600.0
2025-12-12,40.737,40.727,40.817,40.467,71762500.0
2025-12-11,40.847,40.667,41.037,40.397,84623100.0
2025-12-10,42.067,40.687,42.067,40.537,108315700.0
2025-12-09,42.167,42.027,42.287,41.817,46593900.0
2025-12-08,42.427,42.167,42.627,42.057,58003900.0
2025-12-05,42.237,42.437,42.537,41.897,54890600.0
2025-12-04,42.037,42.207,42.407,41.997,36120700.0
2025-12-03,42.257,41.997,42.567,41.987,46896000.0
2025-12-02,42.427,42.367,42.637,42.207,40673500.0
2025-12-01,42.067,42.427,42.457,41.917,56791900.0
2025-11-28,42.087,41.937,42.107,41.807,49465800.0
2025-11-27,42.167,42.177,42.377,41.587,62143400.0
2025-11-26,42.327,42.237,42.617,41.957,45107200.0
2025-11-25,41.647,42.237,42.287,41.427,66640900.0
2025-11-24,42.087,41.617,42.197,41.497,67854900.0
2025-11-21,42.227,41.987,42.537,41.747,79126400.0
2025-11-20,42.207,42.217,42.777,42.037,58585200.0
2025-11-19,41.867,42.207,42.487,41.787,51169600.0
2025-11-18,41.547,41.867,41.897,41.427,51743900.0
2025-11-17,42.087,41.637,42.187,41.487,61067400.0
2025-11-14,42.227,42.237,42.577,42.167,51821000.0
2025-11-13,41.957,42.197,42.287,41.727,58798000.0
2025-11-12,42.107,41.917,42.347,41.917,58792900.0
2025-11-11,41.677,41.947,42.027,41.507,54467100.0
2025-11-10,41.437,41.707,41.867,41.267,53236900.0
2025-11-07,41.387,41.497,41.707,41.267,59319100.0
