date,open,close,high,low,volume
2026-02-12,102.75,104.9,106.58,102.41,52640400.0
2026-02-11,101.86,102.14,102.8,101.0,29192000.0
2026-02-10,98.69,101.35,102.21,98.25,42158900.0
2026-02-09,98.4,98.7,98.77,97.07,25707300.0
2026-02-06,96.38,97.83,98.88,95.66,35194200.0
2026-02-05,96.1,97.11,98.47,96.0,39399800.0
2026-02-04,94.0,95.61,95.99,92.82,33263200.0
2026-02-03,93.4,94.6,94.85,92.43,29167600.0
2026-02-02,95.21,93.2,96.18,92.91,36299300.0
2026-01-30,97.85,95.2,98.78,95.2,40250600.0
2026-01-29,95.62,98.02,98.55,94.65,53559100.0
2026-01-28,96.0,95.7,96.3,94.63,45746800.0
2026-01-27,96.87,95.79,97.75,95.33,38180900.0
2026-01-26,97.85,96.72,97.98,95.81,40233900.0
2026-01-23,98.01,97.6,99.38,96.94,38684100.0
2026-01-22,99.0,97.6,99.66,96.56,41518800.0
2026-01-21,99.0,98.55,100.76,98.2,38689800.0
2026-01-20,101.88,99.46,102.3,97.87,48113100.0
2026-01-19,104.4,102.39,105.73,100.5,47908300.0
2026-01-16,103.58,104.3,106.3,102.89,44775200.0
2026-01-15,103.01,103.56,105.88,102.52,36722900.0
2026-01-14,104.55,103.4,106.99,102.0,63223900.0
2026-01-13,101.8,104.6,106.5,101.66,92454800.0
2026-01-12,100.0,98.68,101.0,97.6,44395200.0
2026-01-09,98.68,99.08,101.0,97.02,50761400.0
2026-01-08,98.81,98.17,99.9,97.0,42066900.0
2026-01-07,96.28,98.04,98.9,95.99,53085400.0
2026-01-06,95.13,96.25,96.5,94.11,46375700.0
2026-01-05,90.85,94.57,96.2,90.85,72862000.0
2025-12-31,91.9,90.64,93.79,90.64,41916600.0
2025-12-30,92.1,91.9,92.58,90.52,30734800.0
2025-12-29,92.63,92.5,93.5,91.65,28416900.0
2025-12-26,91.8,92.7,93.6,91.57,25704000.0
2025-12-25,90.88,91.94,92.0,90.28,22182000.0
2025-12-24,90.62,90.82,92.1,90.24,25066900.0
2025-12-23,91.6,90.62,91.79,90.34,25125500.0
2025-12-22,92.39,91.21,93.51,90.83,35715400.0
2025-12-19,91.0,92.47,94.69,90.5,46376200.0
2025-12-18,90.05,90.59,92.2,89.59,28653900.0
2025-12-17,89.37,90.59,91.1,88.73,30157700.0
2025-12-16,91.0,89.12,91.99,88.5,28070900.0
2025-12-15,92.8,91.21,93.4,91.0,34165700.0
2025-12-12,93.68,94.05,94.15,92.42,47340500.0
2025-12-11,92.99,93.4,95.66,92.76,45759600.0
2025-12-10,91.48,92.75,92.95,89.67,29573100.0
2025-12-09,91.4,92.17,94.33,91.05,39010200.0
2025-12-08,90.83,91.55,91.91,90.41,36469100.0
2025-12-05,90.25,90.4,91.48,89.52,38458100.0
2025-12-04,88.08,89.59,89.62,87.61,30397500.0
2025-12-03,89.1,87.62,89.5,87.18,46647700.0
2025-12-02,92.03,89.42,92.18,89.19,43333900.0
2025-12-01,91.39,92.3,92.3,91.0,27599500.0
2025-11-28,92.2,91.19,92.49,90.8,31870400.0
2025-11-27,93.5,92.2,93.5,91.22,50612500.0
2025-11-26,94.65,95.28,96.5,93.87,33128900.0
2025-11-25,95.3,94.31,95.6,94.03,32183200.0
2025-11-24,93.0,93.97,94.07,92.02,32836700.0
2025-11-21,93.05,91.8,94.33,90.5,34684100.0
2025-11-20,94.39,93.67,95.63,93.42,24515100.0
2025-11-19,92.32,93.2,94.3,91.77,24698100.0
2025-11-18,93.75,92.32,94.41,92.01,28923000.0
2025-11-17,95.0,93.76,95.0,92.7,27493200.0
2025-11-14,95.58,95.02,96.65,94.74,31867500.0
2025-11-13,93.2,96.46,96.9,92.5,56345800.0
2025-11-12,92.9,92.35,94.47,92.28,34959700.0
2025-11-11,94.4,92.5,94.4,92.25,23068000.0
2025-11-10,94.68,93.45,94.84,92.24,40864900.0
2025-11-07,95.0,94.84,95.81,94.0,23402300.0
2025-11-06,94.4,95.69,95.87,93.56,29814800.0
2025-11-05,92.13,94.31,95.7,92.13,39100700.0
2025-11-04,96.0,93.81,96.02,93.24,54686100.0
2025-11-03,99.43,96.41,99.87,95.8,55846700.0
2025-10-31,97.41,99.4,100.5,96.55,65694100.0
2025-10-30,100.5,97.06,100.5,96.46,123118600.0
2025-10-29,103.25,106.04,106.93,102.84,45323400.0
2025-10-28,106.79,103.96,108.28,103.9,46231000.0
2025-10-27,110.6,106.64,111.0,105.3,71976500.0
2025-10-24,102.5,103.81,105.35,101.96,37900400.0
2025-10-23,100.95,101.9,102.0,99.81,22487500.0
2025-10-22,101.29,100.9,102.88,100.71,21132200.0
2025-10-21,99.86,102.04,102.11,99.02,33544700.0
2025-10-20,98.1,98.89,100.55,97.5,29847700.0
2025-10-17,100.8,96.6,101.26,96.46,39641900.0
2025-10-16,99.46,101.06,102.43,98.66,39160400.0
2025-10-15,96.1,99.46,99.65,94.85,42180100.0
2025-10-14,101.05,95.92,101.9,95.34,56189100.0
2025-10-13,98.0,99.73,101.04,97.8,70093600.0
2025-10-10,111.78,104.72,111.8,104.5,68930900.0
2025-10-09,112.03,112.85,113.97,109.85,55470800.0
