date,close,volume
2026-02-12,6.6,45599300.0
2026-02-11,6.67,41273100.0
2026-02-10,6.65,41056800.0
2026-02-09,6.61,46665900.0
2026-02-06,6.58,63668500.0
2026-02-05,6.58,74187200.0
2026-02-04,6.48,55944000.0
2026-02-03,6.42,64165300.0
2026-02-02,6.43,106425700.0
2026-01-30,6.34,78962300.0
2026-01-29,6.45,95254800.0
2026-01-28,6.34,99947200.0
2026-01-27,6.33,64603500.0
2026-01-26,6.38,80064800.0
2026-01-23,6.33,70022200.0
2026-01-22,6.34,126874600.0
2026-01-21,6.4,57339100.0
2026-01-20,6.46,60292900.0
2026-01-19,6.36,46376700.0
2026-01-16,6.35,112224700.0
2026-01-15,6.44,72153800.0
2026-01-14,6.48,152093800.0
2026-01-13,6.67,57039200.0
2026-01-12,6.68,42275300.0
2026-01-09,6.67,40199400.0
2026-01-08,6.69,63966100.0
2026-01-07,6.73,57975600.0
2026-01-06,6.8,45204600.0
2026-01-05,6.76,49163300.0
2025-12-31,6.77,33496700.0
2025-12-30,6.75,36360300.0
2025-12-29,6.79,53803600.0
2025-12-26,6.72,31306500.0
2025-12-25,6.75,31256800.0
2025-12-24,6.74,31722300.0
2025-12-23,6.73,32971900.0
2025-12-22,6.73,34435000.0
2025-12-19,6.75,40508900.0
2025-12-18,6.77,56357800.0
2025-12-17,6.68,49422100.0
2025-12-16,6.7,43362300.0
2025-12-15,6.75,52966200.0
2025-12-12,6.68,70952600.0
2025-12-11,6.7,44708700.0
2025-12-10,6.73,50208900.0
2025-12-09,6.77,40710900.0
2025-12-08,6.84,70548700.0
2025-12-05,6.75,61844200.0
2025-12-04,6.8,75121000.0
2025-12-03,6.87,64718800.0
2025-12-02,6.9,48625900.0
2025-12-01,6.91,92231300.0
2025-11-28,6.83,69266500.0
2025-11-27,6.9,48571100.0
2025-11-26,6.9,59630100.0
2025-11-25,6.96,87252700.0
2025-11-24,6.83,89463200.0
2025-11-21,6.89,101248500.0
2025-11-20,7.01,137322000.0
2025-11-19,6.88,70146500.0
2025-11-18,6.83,52286900.0
2025-11-17,6.88,66493100.0
2025-11-14,6.91,78606600.0
2025-11-13,6.88,72032300.0
2025-11-12,6.91,77192200.0
2025-11-11,6.89,50197300.0
2025-11-10,6.89,61849700.0
2025-11-07,6.84,75652500.0
2025-11-06,6.84,56966000.0
2025-11-05,6.86,63868500.0
2025-11-04,6.89,81162900.0
2025-11-03,6.79,79365900.0
2025-10-31,6.71,67058500.0
2025-10-30,6.71,72080200.0
2025-10-29,6.72,81195300.0
2025-10-28,6.81,94665200.0
2025-10-27,6.88,107403800.0
2025-10-24,6.92,143402600.0
2025-10-23,6.9,90844500.0
2025-10-22,6.86,88647300.0
2025-10-21,6.76,80064600.0
2025-10-20,6.74,93845600.0
2025-10-17,6.7,103174800.0
2025-10-16,6.75,115458800.0
2025-10-15,6.68,120298400.0
2025-10-14,6.64,167044900.0
2025-10-13,6.51,148391100.0
2025-10-10,6.46,230343400.0
2025-10-09,6.43,229653400.0
2025-09-30,6.48,123762600.0
2025-09-29,6.57,88107000.0
2025-09-26,6.63,59467600.0
2025-09-25,6.63,74080500.0
2025-09-24,6.7,91701600.0
2025-09-23,6.74,112652900.0
2025-09-22,6.67,49206000.0
2025-09-19,6.71,79422600.0
2025-09-18,6.71,106036800.0
