date,close,volume
2026-02-12,3.04,134562400.0
2026-02-11,3.05,107168400.0
2026-02-10,3.04,112669000.0
2026-02-09,3.06,153190900.0
2026-02-06,3.05,146624800.0
2026-02-05,3.06,185591500.0
2026-02-04,3.11,223289400.0
2026-02-03,3.04,211711500.0
2026-02-02,3.02,330454100.0
2026-01-30,3.13,429594900.0
2026-01-29,3.29,669275100.0
2026-01-28,3.3,953471700.0
2026-01-27,3.15,311241600.0
2026-01-26,3.25,482222600.0
2026-01-23,3.14,288684300.0
2026-01-22,3.09,189894800.0
2026-01-21,3.07,166449600.0
2026-01-20,3.09,246838500.0
2026-01-19,3.02,249045300.0
2026-01-16,3.08,344021700.0
2026-01-15,3.05,154062000.0
2026-01-14,3.06,252269600.0
2026-01-13,3.09,220832500.0
2026-01-12,3.09,214537900.0
2026-01-09,3.08,175591200.0
2026-01-08,3.07,161747900.0
2026-01-07,3.07,268206600.0
2026-01-06,3.05,284493000.0
2026-01-05,2.97,212042000.0
2025-12-31,2.97,126868600.0
2025-12-30,2.98,186806400.0
2025-12-29,3.04,277915700.0
2025-12-26,3.0,156522500.0
2025-12-25,2.98,149376500.0
2025-12-24,2.99,158836000.0
2025-12-23,3.0,145796600.0
2025-12-22,3.01,140537900.0
2025-12-19,3.03,185938800.0
2025-12-18,3.04,289493200.0
2025-12-17,2.96,170919500.0
2025-12-16,2.91,145146800.0
2025-12-15,2.93,151920800.0
2025-12-12,2.94,167030300.0
2025-12-11,2.92,214441800.0
2025-12-10,2.96,452287000.0
2025-12-09,3.05,777823100.0
2025-12-08,3.39,205316100.0
2025-12-05,3.39,317418800.0
2025-12-04,3.29,217850900.0
2025-12-03,3.27,197859000.0
2025-12-02,3.24,135900800.0
2025-12-01,3.25,396775300.0
2025-11-28,3.18,129949500.0
2025-11-27,3.17,109659500.0
2025-11-26,3.19,131637200.0
2025-11-25,3.21,117492300.0
2025-11-24,3.21,122692200.0
2025-11-21,3.19,203146700.0
2025-11-20,3.31,151018200.0
2025-11-19,3.3,122530600.0
2025-11-18,3.29,188888000.0
2025-11-17,3.35,182212000.0
2025-11-14,3.38,318729200.0
2025-11-13,3.48,525545200.0
2025-11-12,3.45,245394700.0
2025-11-11,3.51,404653300.0
2025-11-10,3.49,258831600.0
2025-11-07,3.49,142608400.0
2025-11-06,3.49,205871500.0
2025-11-05,3.49,125552900.0
2025-11-04,3.48,118435700.0
2025-11-03,3.53,156369600.0
2025-10-31,3.49,344813200.0
2025-10-30,3.7,285588900.0
2025-10-29,3.7,188047400.0
2025-10-28,3.65,243544800.0
2025-10-27,3.82,242645700.0
2025-10-24,3.74,174046000.0
2025-10-23,3.68,122985400.0
2025-10-22,3.68,112980000.0
2025-10-21,3.71,144959900.0
2025-10-20,3.67,172600500.0
2025-10-17,3.71,199512700.0
2025-10-16,3.82,183791200.0
2025-10-15,3.94,243347300.0
2025-10-14,3.94,395433500.0
2025-10-13,4.0,504295500.0
2025-10-10,4.05,616096600.0
2025-10-09,4.14,889367100.0
2025-09-30,3.85,489968700.0
2025-09-29,3.5,152351500.0
2025-09-26,3.41,113281900.0
2025-09-25,3.43,216438200.0
2025-09-24,3.31,66537000.0
2025-09-23,3.32,106295500.0
2025-09-22,3.3,79210900.0
2025-09-19,3.37,86936100.0
2025-09-18,3.38,125740600.0
2025-09-17,3.46,85348000.0
2025-09-16,3.49,151703400.0
2025-09-15,3.48,102449000.0
2025-09-12,3.48,132706400.0
2025-09-11,3.43,99425000.0
2025-09-10,3.39,105996600.0
2025-09-09,3.43,93783700.0
2025-09-08,3.47,128863400.0
2025-09-05,3.43,126246800.0
2025-09-04,3.38,150443800.0
2025-09-03,3.45,192819500.0
2025-09-02,3.45,207671500.0
2025-09-01,3.43,170225800.0
2025-08-29,3.41,159398100.0
2025-08-28,3.36,136865900.0
2025-08-27,3.37,201610900.0
2025-08-26,3.44,170688400.0
2025-08-25,3.47,361439100.0
2025-08-22,3.28,134418800.0
2025-08-21,3.31,196282000.0
2025-08-20,3.27,237892800.0
2025-08-19,3.32,263375900.0
2025-08-18,3.2,206042800.0
2025-08-15,3.21,128212500.0
2025-08-14,3.19,196040000.0
2025-08-13,3.2,183461300.0
2025-08-12,3.18,136540000.0
2025-08-11,3.2,223195100.0
2025-08-08,3.12,162219000.0
2025-08-07,3.04,87230400.0
2025-08-06,3.03,74321500.0
2025-08-05,3.02,68338600.0
2025-08-04,3.0,68957400.0
2025-08-01,3.0,98260400.0
2025-07-31,3.03,125036000.0
2025-07-30,3.08,115196300.0
2025-07-29,3.07,99746800.0
2025-07-28,3.09,105473600.0
2025-07-25,3.11,164092200.0
2025-07-24,3.21,185151200.0
2025-07-23,3.17,198065400.0
2025-07-22,3.23,273754800.0
2025-07-21,3.14,219467800.0
2025-07-18,3.014,74687200.0
2025-07-17,2.964,56508600.0
2025-07-16,2.964,75816800.0
2025-07-15,2.994,92968800.0
2025-07-14,3.024,97545100.0
