date,close,volume
2026-02-12,7.01,8762100.0
2026-02-11,7.13,6745100.0
2026-02-10,7.11,8180600.0
2026-02-09,7.16,9837300.0
2026-02-06,7.12,10839200.0
2026-02-05,7.2,11832300.0
2026-02-04,7.24,16079600.0
2026-02-03,7.1,13929000.0
2026-02-02,7.12,21410500.0
2026-01-30,7.39,32732800.0
2026-01-29,7.25,19151800.0
2026-01-28,7.13,14304900.0
2026-01-27,7.0,12434200.0
2026-01-26,7.14,10699900.0
2026-01-23,7.1,9006700.0
2026-01-22,7.12,10220500.0
2026-01-21,7.04,9267300.0
2026-01-20,7.0,8055500.0
2026-01-19,6.97,9700000.0
2026-01-16,6.84,8482700.0
2026-01-15,6.89,7006500.0
2026-01-14,6.92,12579300.0
2026-01-13,6.93,11102000.0
2026-01-12,7.03,11288500.0
2026-01-09,6.96,9050100.0
2026-01-08,6.93,7056200.0
2026-01-07,6.91,8406900.0
2026-01-06,6.95,8726000.0
2026-01-05,6.91,9277400.0
2025-12-31,6.95,8202600.0
2025-12-30,6.95,10667100.0
2025-12-29,7.1,8188800.0
2025-12-26,7.11,7787900.0
2025-12-25,7.06,5403600.0
2025-12-24,7.07,6653800.0
2025-12-23,7.04,7630100.0
2025-12-22,7.14,10700100.0
2025-12-19,7.07,11266400.0
2025-12-18,6.89,7096200.0
2025-12-17,6.83,12521300.0
2025-12-16,6.98,13497400.0
2025-12-15,6.94,8149700.0
2025-12-12,6.85,14051900.0
2025-12-11,7.0,18589100.0
2025-12-10,7.23,18243600.0
2025-12-09,7.13,12063100.0
2025-12-08,7.19,11080200.0
2025-12-05,7.16,12478300.0
2025-12-04,7.03,15634000.0
2025-12-03,7.23,14291400.0
2025-12-02,7.32,23692900.0
2025-12-01,7.16,15948300.0
2025-11-28,7.2,19540900.0
2025-11-27,7.09,26562300.0
2025-11-26,7.35,37634500.0
2025-11-25,7.53,48657900.0
2025-11-24,7.71,50568800.0
2025-11-21,7.46,59154000.0
2025-11-20,7.39,31441900.0
