date,close,volume
2026-02-12,5.41,122213700.0
2026-02-11,5.47,89090500.0
2026-02-10,5.45,103594200.0
2026-02-09,5.43,108227900.0
2026-02-06,5.4,141420900.0
2026-02-05,5.4,199038700.0
2026-02-04,5.34,148677100.0
2026-02-03,5.28,196281000.0
2026-02-02,5.35,242690600.0
2026-01-30,5.3,174906600.0
2026-01-29,5.36,226457000.0
2026-01-28,5.27,253818600.0
2026-01-27,5.24,158904500.0
2026-01-26,5.27,164196800.0
2026-01-23,5.26,154087000.0
2026-01-22,5.3,138073900.0
2026-01-21,5.26,162522500.0
2026-01-20,5.32,189082600.0
2026-01-19,5.22,126437500.0
2026-01-16,5.24,256099400.0
2026-01-15,5.33,217991000.0
2026-01-14,5.38,460892200.0
2026-01-13,5.53,125573900.0
2026-01-12,5.52,108333500.0
2026-01-09,5.51,101237100.0
2026-01-08,5.53,86832400.0
2026-01-07,5.55,109477800.0
2026-01-06,5.59,172967500.0
2026-01-05,5.52,142882300.0
2025-12-31,5.48,67974200.0
2025-12-30,5.48,121955200.0
2025-12-29,5.52,89648700.0
2025-12-26,5.49,74976600.0
2025-12-25,5.51,90136200.0
2025-12-24,5.5,100313900.0
2025-12-23,5.51,95403900.0
2025-12-22,5.51,112002400.0
2025-12-19,5.55,157234900.0
2025-12-18,5.56,182228700.0
2025-12-17,5.51,143845600.0
2025-12-16,5.51,128400400.0
2025-12-15,5.54,106771800.0
2025-12-12,5.52,122047300.0
2025-12-11,5.53,98895400.0
2025-12-10,5.53,119308400.0
2025-12-09,5.58,131034600.0
2025-12-08,5.63,148867000.0
2025-12-05,5.59,203283700.0
2025-12-04,5.64,207235600.0
2025-12-03,5.69,185821500.0
2025-12-02,5.73,124778200.0
2025-12-01,5.74,221838600.0
2025-11-28,5.68,175518600.0
2025-11-27,5.73,144804600.0
2025-11-26,5.73,173984500.0
2025-11-25,5.78,251044200.0
2025-11-24,5.68,228820900.0
2025-11-21,5.74,295607800.0
2025-11-20,5.82,353547300.0
2025-11-19,5.74,228108900.0
2025-11-18,5.66,161633400.0
2025-11-17,5.71,203737000.0
2025-11-14,5.73,252319900.0
2025-11-13,5.71,180227100.0
2025-11-12,5.73,205199900.0
2025-11-11,5.72,125109900.0
2025-11-10,5.73,178739200.0
2025-11-07,5.67,175543300.0
2025-11-06,5.69,189905200.0
2025-11-05,5.71,219829000.0
2025-11-04,5.75,244053300.0
2025-11-03,5.66,220697000.0
2025-10-31,5.59,237781300.0
2025-10-30,5.67,166842200.0
2025-10-29,5.65,224084400.0
2025-10-28,5.76,205573100.0
2025-10-27,5.79,270326700.0
2025-10-24,5.78,251506000.0
2025-10-23,5.81,252102000.0
2025-10-22,5.75,243997500.0
2025-10-21,5.7,225714600.0
2025-10-20,5.74,233815000.0
2025-10-17,5.73,244901400.0
2025-10-16,5.76,269977700.0
2025-10-15,5.7,289374500.0
2025-10-14,5.65,423211300.0
2025-10-13,5.55,346055500.0
2025-10-10,5.5,495069700.0
2025-10-09,5.46,307225100.0
2025-09-30,5.51,231158000.0
2025-09-29,5.55,230256800.0
2025-09-26,5.6,152115100.0
2025-09-25,5.59,138182300.0
2025-09-24,5.63,176901200.0
2025-09-23,5.64,224106800.0
2025-09-22,5.58,130445000.0
2025-09-19,5.63,227293500.0
2025-09-18,5.63,276076800.0
2025-09-17,5.72,254836200.0
2025-09-16,5.77,484846800.0
2025-09-15,5.88,272909000.0
2025-09-12,5.95,321485300.0
2025-09-11,6.07,126902300.0
2025-09-10,6.03,157577600.0
2025-09-09,6.01,133193000.0
2025-09-08,5.98,236187700.0
2025-09-05,6.06,135063600.0
2025-09-04,6.13,208570000.0
2025-09-03,6.09,148955100.0
2025-09-02,6.16,209654900.0
2025-09-01,6.07,524927400.0
2025-08-29,6.0,391156400.0
2025-08-28,6.12,132330600.0
2025-08-27,6.08,216034400.0
2025-08-26,6.23,98982800.0
2025-08-25,6.3,165975100.0
2025-08-22,6.22,166140500.0
