date,close,volume
2026-02-12,56.74,7458400.0
2026-02-11,57.21,4722700.0
2026-02-10,57.25,6353400.0
2026-02-09,57.33,8956400.0
2026-02-06,57.0,13048000.0
2026-02-05,57.13,14350000.0
2026-02-04,56.35,8425400.0
2026-02-03,56.0,6909000.0
2026-02-02,55.51,8942900.0
2026-01-30,55.61,9043500.0
2026-01-29,56.1,16407500.0
2026-01-28,55.62,12463900.0
2026-01-27,56.68,13160700.0
2026-01-26,56.17,10923700.0
2026-01-23,56.15,13322600.0
2026-01-22,56.65,6932000.0
2026-01-21,56.7,9990100.0
2026-01-20,57.19,13601000.0
2026-01-19,56.22,7908400.0
2026-01-16,56.2,9012400.0
2026-01-15,56.42,7245900.0
2026-01-14,56.64,11819200.0
2026-01-13,57.13,10449300.0
2026-01-12,56.9,11480700.0
2026-01-09,57.32,7082300.0
2026-01-08,57.21,7654600.0
2026-01-07,57.33,8145000.0
2026-01-06,57.39,8936600.0
2026-01-05,57.32,11275700.0
2025-12-31,56.76,4536000.0
2025-12-30,56.94,5773100.0
2025-12-29,56.69,6105200.0
2025-12-26,56.7,4991200.0
2025-12-25,56.76,4560100.0
2025-12-24,56.5,5919000.0
2025-12-23,56.19,6678300.0
2025-12-22,56.55,6581600.0
2025-12-19,56.53,4945100.0
2025-12-18,56.65,7164900.0
2025-12-17,56.2,6545900.0
2025-12-16,55.89,5247000.0
2025-12-15,55.86,4454200.0
2025-12-12,55.83,5518600.0
2025-12-11,55.8,5355500.0
2025-12-10,55.73,4856900.0
2025-12-09,55.61,5323900.0
2025-12-08,56.1,5492400.0
2025-12-05,55.93,4724800.0
2025-12-04,55.73,4660900.0
2025-12-03,55.71,6666700.0
2025-12-02,55.38,8689300.0
2025-12-01,55.58,16394300.0
2025-11-28,56.06,4296800.0
2025-11-27,56.07,4292500.0
2025-11-26,55.98,5718200.0
2025-11-25,55.84,5542500.0
2025-11-24,55.65,6503300.0
2025-11-21,55.66,10586900.0
2025-11-20,56.04,7652400.0
2025-11-19,56.4,5606100.0
2025-11-18,56.39,5923000.0
2025-11-17,56.34,7990100.0
2025-11-14,56.66,8363500.0
2025-11-13,57.06,8284100.0
2025-11-12,57.12,8264600.0
2025-11-11,57.22,6882200.0
2025-11-10,57.28,14692400.0
2025-11-07,56.03,7122400.0
2025-11-06,55.88,6366100.0
2025-11-05,55.87,6162400.0
2025-11-04,55.93,9198800.0
2025-11-03,56.36,10651100.0
2025-10-31,56.66,13853600.0
2025-10-30,56.48,10774100.0
2025-10-29,56.35,5829100.0
2025-10-28,56.1,10009100.0
2025-10-27,56.47,7832500.0
2025-10-24,56.36,6806100.0
2025-10-23,56.57,5548100.0
2025-10-22,56.45,7229700.0
2025-10-21,56.62,7418900.0
2025-10-20,56.63,9799300.0
2025-10-17,57.06,8955800.0
2025-10-16,57.71,9875900.0
2025-10-15,57.19,9693700.0
2025-10-14,57.12,12337700.0
2025-10-13,56.75,9371100.0
2025-10-10,57.33,9319100.0
2025-10-09,57.34,11614800.0
2025-09-30,56.75,7882000.0
2025-09-29,57.36,8381400.0
2025-09-26,57.11,7341500.0
2025-09-25,57.28,8460300.0
2025-09-24,57.69,8933600.0
2025-09-23,56.911,10791100.0
2025-09-22,57.121,8703300.0
2025-09-19,57.461,7631500.0
2025-09-18,57.471,11965600.0
2025-09-17,57.951,8844900.0
2025-09-16,57.671,8763900.0
