date,close,volume
2026-02-12,14.33,41224100.0
2026-02-11,14.13,63185400.0
2026-02-10,13.84,41654300.0
2026-02-09,13.69,30633800.0
2026-02-06,13.42,34605200.0
2026-02-05,13.51,35375400.0
2026-02-04,13.77,43156300.0
2026-02-03,13.83,41473700.0
2026-02-02,13.42,46747700.0
2026-01-30,13.76,78876700.0
2026-01-29,14.43,56226100.0
2026-01-28,14.25,45918400.0
2026-01-27,14.5,51178400.0
2026-01-26,14.41,56990200.0
2026-01-23,14.79,40482100.0
2026-01-22,14.72,38958800.0
2026-01-21,14.66,67873400.0
2026-01-20,14.47,51749800.0
2026-01-19,14.81,86180300.0
2026-01-16,15.27,117981500.0
2026-01-15,15.7,213590600.0
2026-01-14,14.87,119762400.0
2026-01-13,14.05,91495500.0
2026-01-12,14.26,110872400.0
2026-01-09,13.13,36744200.0
2026-01-08,12.81,24177500.0
2026-01-07,12.73,23265200.0
2026-01-06,12.9,27988100.0
2026-01-05,12.79,28506800.0
2025-12-31,12.58,24855700.0
2025-12-30,12.41,16390100.0
2025-12-29,12.4,16271100.0
2025-12-26,12.47,18444100.0
2025-12-25,12.4,19618200.0
2025-12-24,12.24,15378300.0
2025-12-23,12.15,16368000.0
2025-12-22,12.3,19281200.0
2025-12-19,12.37,17900000.0
2025-12-18,12.24,17546600.0
2025-12-17,12.32,24683400.0
2025-12-16,12.25,18774300.0
2025-12-15,12.28,26630300.0
2025-12-12,12.35,21794000.0
2025-12-11,12.34,14124500.0
2025-12-10,12.51,16520800.0
2025-12-09,12.43,22713900.0
2025-12-08,12.73,21283500.0
2025-12-05,12.79,21734400.0
2025-12-04,12.49,16431700.0
2025-12-03,12.44,20237600.0
2025-12-02,12.7,17097400.0
2025-12-01,12.88,19950000.0
2025-11-28,12.85,20949600.0
2025-11-27,12.68,32436200.0
2025-11-26,12.72,22421300.0
2025-11-25,12.9,36195000.0
2025-11-24,12.7,43554300.0
2025-11-21,12.37,63853900.0
2025-11-20,13.12,38460100.0
2025-11-19,13.42,27132100.0
2025-11-18,13.68,29066500.0
2025-11-17,13.83,26018600.0
2025-11-14,13.7,23543300.0
2025-11-13,13.87,25870600.0
2025-11-12,13.8,25207200.0
2025-11-11,13.98,28602000.0
2025-11-10,14.2,25117500.0
2025-11-07,14.18,26103800.0
2025-11-06,14.44,29364900.0
2025-11-05,14.5,29433600.0
2025-11-04,14.55,33228500.0
2025-11-03,14.72,46874300.0
2025-10-31,14.71,60720200.0
2025-10-30,14.34,49594700.0
2025-10-29,14.37,39006600.0
2025-10-28,14.21,37399700.0
2025-10-27,14.15,37150200.0
2025-10-24,14.2,54007600.0
2025-10-23,13.95,22932800.0
2025-10-22,13.84,20020000.0
2025-10-21,13.82,24015000.0
2025-10-20,13.7,29499200.0
2025-10-17,13.85,36562200.0
2025-10-16,14.47,30126100.0
2025-10-15,14.52,54165000.0
2025-10-14,14.05,37024200.0
2025-10-13,14.37,51274600.0
2025-10-10,14.26,28094500.0
2025-10-09,14.42,43759700.0
2025-09-30,14.06,28019500.0
2025-09-29,13.93,24761800.0
2025-09-26,13.65,29401200.0
2025-09-25,14.17,40367100.0
2025-09-24,13.88,32586100.0
2025-09-23,13.43,34715500.0
2025-09-22,13.75,25659700.0
2025-09-19,13.91,24131200.0
2025-09-18,13.9,51457600.0
2025-09-17,14.1,27999900.0
2025-09-16,14.13,25744900.0
2025-09-15,14.04,28540300.0
2025-09-12,14.17,41250000.0
2025-09-11,14.19,61488200.0
2025-09-10,13.77,32898700.0
2025-09-09,13.79,38116200.0
2025-09-08,14.0,41887600.0
2025-09-05,13.93,59498300.0
2025-09-04,13.81,55437100.0
2025-09-03,14.12,41339200.0
2025-09-02,14.54,47679900.0
2025-09-01,14.91,50319200.0
2025-08-29,15.21,52096400.0
2025-08-28,15.38,90255900.0
2025-08-27,15.23,172274600.0
2025-08-26,15.36,177168500.0
2025-08-25,13.96,53538500.0
2025-08-22,13.84,52715100.0
2025-08-21,13.55,43421700.0
2025-08-20,13.58,32607800.0
2025-08-19,13.41,44889200.0
2025-08-18,13.55,47262300.0
2025-08-15,13.29,29696100.0
2025-08-14,13.13,29978000.0
2025-08-13,13.3,25868100.0
2025-08-12,13.28,23051400.0
2025-08-11,13.36,26571800.0
2025-08-08,13.33,48986200.0
2025-08-07,13.82,36921100.0
2025-08-06,13.89,52769100.0
2025-08-05,13.54,56339300.0
2025-08-04,13.28,22193800.0
2025-08-01,13.25,40778900.0
2025-07-31,13.07,37336500.0
2025-07-30,13.26,58874400.0
2025-07-29,13.2,19609400.0
2025-07-28,13.22,26062600.0
2025-07-25,13.37,22049800.0
2025-07-24,13.33,41403200.0
2025-07-23,13.11,83563500.0
2025-07-22,13.96,28145500.0
2025-07-21,13.93,28600300.0
2025-07-18,13.94,40328100.0
2025-07-17,13.65,19566900.0
2025-07-16,13.64,30947600.0
2025-07-15,13.52,20313100.0
2025-07-14,13.47,17153200.0
2025-07-11,13.57,28081300.0
2025-07-10,13.49,16839400.0
2025-07-09,13.42,30827800.0
2025-07-08,13.24,15497500.0
2025-07-07,13.08,8882500.0
2025-07-04,13.13,15075900.0
2025-07-03,13.21,13012000.0
2025-07-02,13.08,16546100.0
2025-07-01,13.18,23101800.0
2025-06-30,13.41,18443400.0
2025-06-27,13.26,19750700.0
2025-06-26,13.28,24067900.0
2025-06-25,13.34,28731700.0
2025-06-24,13.31,17206900.0
2025-06-23,13.08,17145100.0
2025-06-20,13.1,15636000.0
2025-06-19,13.08,21868400.0
2025-06-18,13.32,18127200.0
2025-06-17,13.58,16939900.0
2025-06-16,13.7,24928600.0
2025-06-13,13.62,30632800.0
2025-06-12,13.9,13223300.0
2025-06-11,13.91,18203000.0
2025-06-10,13.9,28247000.0
2025-06-09,14.36,16763500.0
